timestamp,altitude_ft,airspeed_kts,roll_angle_deg,flap_lever_position,left_flap_angle_deg,right_flap_angle_deg,green_hydraulic_pressure_psi,autopilot_status,ptu_status,right_flap_sensor_normal_output_deg,right_flap_sensor_faulty_output_deg,left_flap_sensor_faulty_output_deg,asymmetry_sensor_delta_deg,vertical_g_force,left_flap_motor_current,cabin_altitude_ft,rate_of_climb_fpm,engine_1_vibration_n1,engine_1_egt_degc,ecam_alerts
0.0,0,0.0,-0.08110213853066078,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,-0.0,0.08979713149714569,450.0,[]
1.0,0,14.0,-0.08787920568861926,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,0.0,0.10491031752698017,450.0,[]
2.0,0,28.0,0.006430643694829552,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,0.0,0.09092995926597819,450.0,[]
3.0,0,42.0,-0.05469145416569648,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,0.0,0.07301191741201782,450.0,[]
4.0,0,56.0,0.00014619611928886654,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,0.0,0.09584431397374962,450.0,[]
5.0,0,70.0,0.0643968168188752,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,0.0,0.07061751462886622,450.0,[]
6.0,2500,84.0,-0.11620822225181504,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.11224721773240878,450.0,[]
7.0,5000,98.0,0.05290723213839049,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.1241373148585712,450.0,[]
8.0,7500,112.0,0.046692560526955196,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.05980741186006055,450.0,[]
9.0,10000,126.0,0.03558915124804065,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.10843225389989034,450.0,[]
10.0,12500,140.0,-0.03395223677810146,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.10198828640630339,450.0,[]
11.0,15000,154.0,-0.03091715520539398,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.0961394133744307,450.0,[]
12.0,17500,168.0,0.046414341834290974,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.06997452327632174,450.0,[]
13.0,20000,182.0,0.1271568278543543,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.11347765170570417,450.0,[]
14.0,22500,196.0,-0.1273779816795628,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.09879084750526147,450.0,[]
15.0,25000,210.0,-0.040021836622065696,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.11434866846791401,450.0,[]
16.0,27500,224.0,-0.1166239190920785,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.11133367362329205,450.0,[]
17.0,30000,238.0,0.23735221349917898,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.08082820902589677,450.0,[]
18.0,32500,252.0,0.052275604382270906,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.09063727993435589,450.0,[]
19.0,35000,266.0,-0.0569025868847315,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.10418213662538518,450.0,[]
