timestamp,altitude_ft,airspeed_kts,roll_angle_deg,flap_lever_position,left_flap_angle_deg,right_flap_angle_deg,green_hydraulic_pressure_psi,autopilot_status,ptu_status,right_flap_sensor_normal_output_deg,right_flap_sensor_faulty_output_deg,left_flap_sensor_faulty_output_deg,asymmetry_sensor_delta_deg,vertical_g_force,left_flap_motor_current,cabin_altitude_ft,rate_of_climb_fpm,engine_1_vibration_n1,engine_1_egt_degc,ecam_alerts
0.0,0,0.0,0.06816454479989136,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,-0.0,0.07252498237654383,450.0,[]
1.0,0,14.0,-0.3757649832271518,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,0.0,0.1127409905133199,450.0,[]
2.0,0,28.0,-0.10334809189125016,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,0.0,0.10963945568155054,450.0,[]
3.0,0,42.0,-0.1445495672925397,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,0.0,0.10039990724833127,450.0,[]
4.0,0,56.0,0.045369432668657186,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,0.0,0.09819819745358768,450.0,[]
5.0,0,70.0,0.12440949274960252,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,0.0,0.08014183356300172,450.0,[]
6.0,2500,84.0,-0.08380194492768117,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.09112836936481365,450.0,[]
7.0,5000,98.0,-0.007261663503645106,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.10903461909067705,450.0,[]
8.0,7500,112.0,-0.08725778124626002,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.11578590216188686,450.0,[]
9.0,10000,126.0,-0.09025481654601358,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.11083633265358703,450.0,[]
10.0,12500,140.0,-0.03143859583323038,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.08975484061994396,450.0,[]
11.0,15000,154.0,-0.16947589136564856,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.07981057877827813,450.0,[]
12.0,17500,168.0,0.0020506898911799207,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.14372838614066957,450.0,[]
13.0,20000,182.0,-0.08237839204372677,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.09823356905031541,450.0,[]
14.0,22500,196.0,0.07382516924753584,0,0.0,0.0,3000.0,1,0,0.0,0.0,0.0,0.0,1.0,10.0,8000.0,150000.0,0.1262176468442123,450.0,[]
